Provplats;Stat Id;Län;Art;Organ;Original Id;Provdatum;;Ålder (år);Längd (cm);Vikt (g);Torrvikt %;Extrlip (fetthalt) %;PCB-28 mg/kg lw;*;PCB-52 mg/kg lw;*;PCB-101 mg/kg lw;*;PCB-118 mg/kg lw;*;PCB-138 mg/kg lw;*;PCB-153 mg/kg lw;*;PCB-180 mg/kg lw;*;Summa PCB (kapillär kolonn) mg/kg lw;*;Summa PCB (packad kolonn) mg/kg lw;*;PCB-31 mg/kg lw;*;PCB-77 mg/kg lw;*;PCB-105 mg/kg lw;*;PCB-110 mg/kg lw;*;PCB-126 mg/kg lw;*;PCB-149 mg/kg lw;*;PCB-156 mg/kg lw;*;PCB-157 mg/kg lw;*;PCB-158 mg/kg lw;*;PCB-167 mg/kg lw;*;PCB-169 mg/kg lw;*
Fladen;3721;Hallands län;Sill/strömming;Muskel;P1990/04019;14/08/90;;2;19;50;25.6;3.52;;;;;0.033;;0.048;;0.07;;0.07;;0.013;;0.24;;;;;;;;;;;;;;;;;;;;;;;;;
Fladen;3721;Hallands län;Sill/strömming;Muskel;P1990/04013;14/08/90;;3;18;49;26.5;3.63;;;0.015;;0.052;;0.075;;0.13;;0.14;;0.031;;0.44;;;;;;;;;;;;;;;;;;;;;;;;;
Fladen;3721;Hallands län;Sill/strömming;Muskel;P1990/04006;14/08/90;;2;19;47;26.3;2.86;;;0.018;;0.048;;0.065;;0.11;;0.1;;0.025;;0.37;;;;;;;;;;;;;;;;;;;;;;;;;
Fladen;3721;Hallands län;Sill/strömming;Muskel;P1990/04005;14/08/90;;2;19;56;25.5;4.21;;;0.012;;0.029;;0.045;;0.068;;0.06;;0.012;;0.23;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1990/04363;16/10/90;;3;19;42;24.8;2.81;;;0.021;;0.053;;0.06;;0.079;;0.081;;0.023;;0.32;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1990/04364;16/10/90;;3;18;36;21.1;1.88;;;0.029;;0.069;;0.065;;0.086;;0.084;;0.023;;0.36;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1990/04352;16/10/90;;5;18;41;23.1;3.88;;;0.016;;0.049;;0.064;;0.088;;0.087;;0.028;;0.33;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1990/04357;16/10/90;;2;17;36;24.6;3.32;;;0.025;;0.047;;0.049;;0.068;;0.065;;0.017;;0.27;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1990/04367;16/10/90;;4;18;33;21.5;1.87;;;0.062;;0.16;;0.097;;0.16;;0.16;;0.051;;0.69;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1990/04365;16/10/90;;3;18;38;22.5;2.7;;;0.021;;0.055;;0.047;;0.065;;0.067;;0.017;;0.27;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1990/04355;16/10/90;;2;16;27;21.7;2.91;;;0.029;;0.07;;0.045;;0.07;;0.073;;0.02;;0.31;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1990/04368;16/10/90;;3;18;37;23;2.78;;;0.023;;0.05;;0.05;;0.069;;0.071;;0.019;;0.28;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1990/04353;16/10/90;;5;18;39;24.5;3.44;;;0.018;;0.05;;0.08;;0.11;;0.11;;0.031;;0.4;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1990/04351;16/10/90;;2;18;36;23.5;3.56;;;0.019;;0.042;;0.04;;0.069;;0.074;;0.018;;0.26;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1990/04356;16/10/90;;3;18;40;24.4;3.24;;;0.02;;0.041;;0.045;;0.062;;0.061;;0.019;;0.25;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1990/04369;16/10/90;;2;18;40;26.3;4.46;;;0.015;;0.046;;0.06;;0.077;;0.07;;0.016;;0.28;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1990/04360;16/10/90;;3;18;37;23.9;2.42;;;0.035;;0.06;;0.052;;0.085;;0.083;;0.022;;0.34;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1990/04361;16/10/90;;4;18;38;21.9;2.15;;;0.024;;0.067;;0.087;;0.12;;0.11;;0.031;;0.44;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1990/04370;16/10/90;;2;18;38;22.7;2.23;;;0.058;;0.1;;0.065;;0.12;;0.13;;0.03;;0.5;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1990/04362;16/10/90;;4;18;41;19.1;3.96;;;0.014;;0.043;;0.053;;0.067;;0.062;;0.016;;0.26;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1990/04359;16/10/90;;2;17;34;25.3;3.1;;;0.017;;0.031;;0.041;;0.053;;0.055;;0.014;;0.21;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1990/04354;16/10/90;;5;17;34;23.2;3;;;0.026;;0.088;;0.11;;0.16;;0.15;;0.044;;0.57;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1990/04358;16/10/90;;2;17;33;24.8;3.37;;;0.024;;0.057;;0.056;;0.077;;0.075;;0.02;;0.31;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1990/04366;16/10/90;;4;19;39;22.1;2.11;;;0.029;;0.092;;0.082;;0.12;;0.12;;0.031;;0.47;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1990/05082;18/10/90;;3;16;24;23;2.95;;;0.012;;0.036;;0.031;;0.071;;0.055;;0.033;;0.24;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1990/05084;18/10/90;;3;16;27;24.1;3.4;;;0.018;;0.047;;0.055;;0.085;;0.068;;0.036;;0.31;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1990/05086;18/10/90;;3;15;25;23.4;3.33;;;0.012;;0.032;;0.036;;0.07;;0.051;;0.029;;0.23;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1990/05090;18/10/90;;3;15;24;23.4;3.02;;;0.009;;0.025;;0.03;;0.048;;0.047;;0.029;;0.19;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1990/05089;18/10/90;;3;16;27;23.3;3.15;;;0.011;;0.031;;0.036;;0.059;;0.061;;0.026;;0.22;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1990/05078;18/10/90;;3;15;22;23;2.98;;;0.014;;0.039;;0.038;;0.077;;0.061;;0.03;;0.26;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1990/05085;18/10/90;;3;16;28;23.1;2.83;;;0.018;;0.036;;0.044;;0.07;;0.056;;0.031;;0.26;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1990/05093;18/10/90;;3;16;26;22.1;3.56;;;0.013;;0.035;;0.045;;0.057;;0.059;;0.023;;0.23;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1990/05080;18/10/90;;3;16;32;26.6;4.33;;;0.012;;0.03;;0.03;;0.051;;0.048;;0.024;;0.19;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1990/05077;18/10/90;;3;16;30;22.5;3;;;0.015;;0.032;;0.034;;0.071;;0.062;;0.031;;0.25;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1990/05083;18/10/90;;3;16;28;9.5;4.34;;;0.011;;0.035;;0.036;;0.055;;0.05;;0.026;;0.21;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1990/05087;18/10/90;;3;16;29;24.8;3.41;;;0.009;;0.022;;0.028;;0.042;;0.042;;0.02;;0.16;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1990/05081;18/10/90;;3;16;27;25.4;5.07;;;0.018;;0.032;;0.036;;0.05;;0.051;;0.02;;0.21;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1990/05079;18/10/90;;3;16;24;22.8;2.43;;;0.031;;0.044;;0.043;;0.093;;0.073;;0.046;;0.33;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1990/05094;18/10/90;;3;15;21;23.6;3.12;;;0.009;;0.026;;0.029;;0.049;;0.043;;0.023;;0.18;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1990/05088;18/10/90;;3;15;22;23.4;3.07;;;0.012;;0.031;;0.037;;0.057;;0.048;;0.026;;0.21;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1990/05092;18/10/90;;3;16;29;24.4;3.82;;;0.012;;0.033;;0.038;;0.06;;0.064;;0.026;;0.24;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1990/05096;18/10/90;;3;16;26;22.5;2.78;;;0.012;;0.033;;0.04;;0.065;;0.065;;0.035;;0.25;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1990/05091;18/10/90;;3;15;21;23.6;3.14;;;0.006;;0.017;;0.022;;0.043;;0.038;;0.031;;0.16;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1990/05095;18/10/90;;3;16;28;23.2;3.75;;;0.013;;0.028;;0.036;;0.051;;0.051;;0.031;;0.21;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1990/05457;19/10/90;;4;18;39;18.8;1.37;;;;;0.12;;0.23;;0.33;;0.26;;0.1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1990/05455;19/10/90;;4;21;63;23.5;2.6;;;0.019;;0.065;;0.12;;0.18;;0.15;;0.087;;0.62;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1990/05444;19/10/90;;5;20;51;22.2;4.03;;;0.02;;0.072;;0.11;;0.19;;0.17;;0.093;;0.65;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1990/05453;19/10/90;;5;18;36;20.3;1.45;;;;;0.12;;0.22;;0.34;;0.31;;0.17;;1.2;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1990/05451;19/10/90;;4;19;42;20.1;2.44;;;0.028;;0.084;;0.13;;0.18;;0.15;;0.065;;0.63;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1990/05446;19/10/90;;5;21;57;21.5;1.94;;;;;0.087;;0.16;;0.26;;0.25;;0.12;;0.88;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1990/05454;19/10/90;;4;20;49;20.6;1.42;;;;;0.12;;0.22;;0.36;;0.32;;0.18;;1.2;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1990/05462;19/10/90;;4;19;45;20.4;1.43;;;;;0.13;;0.23;;0.31;;0.27;;0.16;;1.1;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1990/05463;19/10/90;;5;17;36;21.8;2.21;;;;;0.097;;0.16;;0.26;;0.23;;0.11;;0.85;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1990/05445;19/10/90;;3;18;38;21.2;2.3;;;0.034;;0.1;;0.15;;0.23;;0.2;;0.11;;0.82;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1990/05460;19/10/90;;5;18;43;20.2;2.37;;;0.03;;0.088;;0.14;;0.21;;0.17;;0.091;;0.72;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1990/05450;19/10/90;;4;18;38;27.5;1.51;;;;;0.076;;0.13;;0.18;;0.14;;0.084;;0.61;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1990/05452;19/10/90;;5;19;48;20.7;2.17;;;;;0.1;;0.17;;0.24;;0.2;;0.13;;0.83;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1990/05449;19/10/90;;5;19;41;19.7;1.99;;;0.025;;0.089;;0.14;;0.2;;0.16;;0.079;;0.68;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1990/05456;19/10/90;;5;20;51;19.4;1.41;;;;;0.14;;0.24;;0.38;;0.33;;0.18;;1.3;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1990/05461;19/10/90;;5;19;35;19.1;1.88;;;;;0.15;;0.22;;0.37;;0.3;;0.15;;1.2;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1990/05458;19/10/90;;4;20;48;19.1;2.27;;;0.055;;0.15;;0.18;;0.26;;0.25;;0.091;;0.98;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1990/05459;19/10/90;;6;18;37;19.7;1.56;;;;;0.08;;0.15;;0.25;;0.23;;0.11;;0.83;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1990/05447;19/10/90;;6;21;57;22.7;2.96;;;;;0.1;;0.17;;0.31;;0.29;;0.17;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1990/05448;19/10/90;;5;19;41;20.7;1.73;;;;;0.096;;0.15;;0.24;;0.21;;0.11;;0.81;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P1990/05799;28/10/90;;4;18;35;20.8;1.76;0.013;;0.045;;0.11;;0.11;;0.17;;0.17;;0.052;;0.66;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P1990/05805;28/10/90;;4;19;43;23.2;2.62;0.008;;0.026;;0.063;;0.065;;0.1;;0.098;;0.032;;0.39;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P1990/05795;28/10/90;;4;19;40;22.9;3.24;0.014;;0.042;;0.095;;0.1;;0.13;;0.13;;0.037;;0.55;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P1990/05807;28/10/90;;5;18;41;22.1;2.83;0.01;;0.029;;0.07;;0.079;;0.11;;0.1;;0.032;;0.43;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P1990/05809;28/10/90;;4;19;44;23.2;3.52;0.018;;0.045;;0.11;;0.12;;0.15;;0.14;;0.041;;0.61;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P1990/05791;28/10/90;;5;18;36;22.9;3.24;0.008;;0.026;;0.063;;0.071;;0.09;;0.086;;0.026;;0.37;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P1990/05798;28/10/90;;3;16;30;25.8;3.79;0.008;;0.021;;0.045;;0.051;;0.063;;0.062;;0.018;;0.27;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P1990/05794;28/10/90;;5;18;42;25.3;5.49;0.009;;0.017;;0.069;;0.072;;0.13;;0.13;;0.033;;0.45;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P1990/05793;28/10/90;;5;19;41;21;2.52;0.015;;0.046;;0.13;;0.12;;0.2;;0.19;;0.059;;0.76;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P1990/05803;28/10/90;;5;19;49;23.4;2.95;0.016;;0.048;;0.12;;0.14;;0.19;;0.18;;0.051;;0.74;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P1990/05792;28/10/90;;4;18;33;19.8;1.43;0.009;;0.041;;0.1;;0.1;;0.19;;0.18;;0.071;;0.69;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P1990/05802;28/10/90;;3;19;45;23.8;3.12;0.009;;0.024;;0.068;;0.065;;0.093;;0.091;;0.026;;0.38;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P1990/05797;28/10/90;;4;19;37;19.7;1.1;0.012;;0.056;;0.15;;0.17;;0.28;;0.26;;0.085;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P1990/05808;28/10/90;;5;20;44;23;3.43;0.015;;0.049;;0.15;;0.16;;0.25;;0.25;;0.069;;0.95;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P1990/05796;28/10/90;;5;20;41;19.2;1.72;0.06;;0.12;;0.27;;0.28;;0.45;;0.45;;0.13;;1.8;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P1990/05801;28/10/90;;5;20;40;21.1;1.27;0.022;;0.08;;0.27;;0.29;;0.52;;0.52;;0.18;;1.9;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P1990/05800;28/10/90;;5;20;39;20.7;2.14;0.014;;0.046;;0.14;;0.16;;0.24;;0.22;;0.064;;0.88;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P1990/05806;28/10/90;;5;19;41;25;3.49;0.018;;0.048;;0.12;;0.13;;0.17;;0.16;;0.048;;0.7;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P1990/05804;28/10/90;;5;19;45;22.9;3.61;0.009;;0.021;;0.083;;0.1;;0.17;;0.17;;0.043;;0.59;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P1990/05810;28/10/90;;4;20;41;19.6;1.58;0.013;;0.046;;0.12;;0.13;;0.23;;0.23;;0.09;;0.86;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1991/03045;17/08/91;;4;17;28;21.7;2.45;0.006;;0.02;;0.061;;0.048;;0.11;;0.1;;0.042;;0.39;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1991/03062;17/08/91;;4;17;29;22.7;2.67;;;0.014;;0.051;;0.042;;0.099;;0.097;;0.047;;0.35;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1991/03050;17/08/91;;4;18;34;23.8;3.17;0.005;;0.016;;0.051;;0.041;;0.091;;0.093;;0.041;;0.34;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1991/03060;17/08/91;;4;16;26;20.1;2.38;;;0.018;;0.06;;0.047;;0.12;;0.11;;0.052;;0.41;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1991/03063;17/08/91;;4;17;31;23.1;3.24;;;0.015;;0.042;;0.035;;0.081;;0.08;;0.036;;0.29;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1991/03061;17/08/91;;4;16;27;21.6;2.25;0.005;;0.013;;0.04;;0.035;;0.088;;0.082;;0.038;;0.3;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1991/03058;17/08/91;;4;16;24;21.6;1.83;0.007;;0.025;;0.087;;0.071;;0.16;;0.16;;0.072;;0.58;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1991/03052;17/08/91;;4;17;27;20.2;1.8;0.006;;0.025;;0.097;;0.076;;0.17;;0.17;;0.073;;0.62;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1991/03053;17/08/91;;4;17;27;21.3;2.18;0.007;;0.025;;0.083;;0.068;;0.15;;0.15;;0.066;;0.55;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1991/03048;17/08/91;;4;17;31;20;1.9;0.005;;0.018;;0.066;;0.054;;0.12;;0.12;;0.054;;0.44;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1991/03056;17/08/91;;4;18;33;22.4;3.02;0.005;;0.017;;0.054;;0.043;;0.096;;0.093;;0.04;;0.35;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1991/03046;17/08/91;;4;18;33;22.4;2.03;0.006;;0.02;;0.056;;0.05;;0.11;;0.11;;0.045;;0.4;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1991/03047;17/08/91;;4;16;27;22.2;2.8;0.004;;0.013;;0.048;;0.039;;0.089;;0.089;;0.038;;0.32;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1991/03057;17/08/91;;4;16;25;19.8;2.12;0.007;;0.028;;0.11;;0.084;;0.19;;0.18;;0.073;;0.67;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1991/03051;17/08/91;;4;18;31;21.1;3.42;0.006;;0.017;;0.047;;0.037;;0.079;;0.077;;0.03;;0.29;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1991/03049;17/08/91;;4;16;24;22.2;2.09;;;0.012;;0.057;;0.051;;0.12;;0.12;;0.054;;0.42;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1991/03054;17/08/91;;4;17;26;20.2;1.78;0.006;;0.022;;0.091;;0.074;;0.18;;0.18;;0.075;;0.63;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1991/03055;17/08/91;;4;17;28;22.1;2.19;0.007;;0.027;;0.084;;0.067;;0.15;;0.15;;0.063;;0.55;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1991/03044;17/08/91;;4;17;30;22.6;2.95;0.005;;0.015;;0.045;;0.034;;0.094;;0.091;;0.046;;0.33;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1991/03059;17/08/91;;4;17;31;20.6;1.29;;;0.016;;0.063;;0.054;;0.12;;0.12;;0.05;;0.43;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1991/04162;18/09/91;;4;19;45;23.2;3.4;0.008;;0.023;;0.053;;0.043;;0.079;;0.079;;0.022;;0.31;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1991/04152;18/09/91;;4;18;45;25.2;4.93;0.006;;0.014;;0.031;;0.025;;0.043;;0.045;;0.012;;0.18;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1991/04147;18/09/91;;4;18;43;24;4.13;0.008;;0.024;;0.067;;0.052;;0.11;;0.11;;0.03;;0.39;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1991/04159;18/09/91;;4;19;42;23.7;4.61;0.006;;0.018;;0.059;;0.053;;0.1;;0.098;;0.028;;0.36;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1991/04143;18/09/91;;4;18;44;26.4;6.13;0.007;;0.018;;0.04;;0.032;;0.055;;0.058;;0.016;;0.23;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1991/04160;18/09/91;;4;17;33;24.4;4.1;0.008;;0.023;;0.057;;0.045;;0.094;;0.098;;0.024;;0.35;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1991/04153;18/09/91;;4;17;34;22.7;4.02;0.005;;0.014;;0.035;;0.033;;0.071;;0.07;;0.021;;0.25;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1991/04145;18/09/91;;4;17;40;25.3;5.68;0.004;;0.011;;0.027;;0.024;;0.041;;0.04;;0.01;;0.16;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1991/04150;18/09/91;;4;18;46;29.3;7.57;0.007;;0.017;;0.037;;0.031;;0.052;;0.053;;0.014;;0.21;;;;;;;;;;;;;;;;;;;;;;;;;
