latin_name;Kattegat;The Sound;Little Belt;Great Belt;Kiel Bay;Bay of Mecklenburg;Arkona Basin;Bornholm Basin;Eastern Gotland Basin;Western Gotland Basin;Northern Baltic Proper;Aland Sea;Archipelago Sea;Bothnian Sea;The Quark;Bothnian Bay;Gulf of Finland;Gulf of Gdansk;Gulf of Riga;Warnow Estuary;Wismar Bay;Trave Estuary;Kiel Fjord;Eckernförde Bay;Schlei Estuary;Flensburg Fjord;Vistula Lagoon;Szczecin Lagoon;Greifswald Lagoon;Rugia Lagoons;Darss-Zingst Lagoon;Curonian Lagoon;common_name
Pisidium crassum;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;X;
Pisidium henslowanum;;;;;;;;;;;;;;;;;X;;;;;;;;;;;X;;;;X;
Pisidium hibernicum;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;
Pisidium lilljeborgii;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;
Pisidium milium;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;X;
Pisidium moitessierianum;;;;;;;;;;;;;;;;;X;;;;;;;;;;;X;;;;X;
Pisidium nitidum;;;;;;;;;;;;;;;;;X;;;X;;;;;;;;X;;;;X;
Pisidium obtusale;;;;;;;;;;;;;;;;;X;;;;;;;;;;;X;;;;X;
Pisidium personatum;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;
Pisidium ponderosum;;;;;;;;;;;;;;;;;X;;;;;;;;;;;X;;;;X;
Pisidium pseudosphaerium;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;X;
Pisidium pulchellum;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;
Pisidium subtruncatum;;;;;;;;;;;;;;;;;X;;;;;;;;;;;X;;;;X;
Pisidium supinum;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;;;;X;
Pisidium tenuilineatum;;;;;;;;;;;;;;;;;X;;;;;;;;;;;X;;;;;
Pisione remota;X;X;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pista cristata;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pista lornensis;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Placida dendritica;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;
Placobdella costata;;;;;;;;;;;;;;;;;;;X;;;;;;;;;X;;;;X;
Placorhynchus octaculeatus;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;
Plagioecia patina;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plagiostomum lemani;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;
Planaria torva;;;;;;X;X;X;X;;X;X;;;;X;X;X;;;;;;;X;;;X;;;;X;
Planorbarius corneus;;;;;;;;;;;;;;;;X;X;;X;X;;;;;;;X;X;;X;X;X;
Planorbis carinatus;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;;;;X;
Planorbis planorbis;;;;;;;X;X;;;;;;X;;;X;;;X;;;;;X;;X;X;X;;X;X;
Platambus maculatus;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;
Platorchestia platensis;;;;;;X;X;X;;;;;;;;;;X;;X;X;X;;;;;;;X;X;;;
Platycnemis pennipes;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;X;
Platynereis dumerilii;X;X;X;X;X;X;;;;;;;;;;;;;;;X;X;X;X;;X;;;;;;;
Plea leachi;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
Plea minutissima;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;
Plectrocnemia conspersa;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;
Pleurogonium rubicundum;;X;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pleurogonium spinosissimum;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plumatella fruticosa;X;X;;;;;;;;;;;;;;;;;;X;;;;;;;X;X;;;;;
Plumatella fungosa;;;;;;;;;;;;;;;;;;;X;X;;;;;X;;;;X;;;;
Plumatella repens;X;X;;;;;;;;;;;;;;;;;;X;;;;;;;X;X;;;;X;
Podarkeopsis helgolandica;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Podocoryne carnea;X;X;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pododesmus patelliformis;X;X;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Poecilochaetus serpens;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
Polinices pulchella;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Polycarpa fibrosa;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Polycelis nigra;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;X;
Polycelis tenuis;;;;;;;X;;X;;X;X;X;;;;X;;X;;;;;;;;;X;;;;;
Polycentropus flavomaculatus;;;;;;;;;;;;;X;X;;X;X;;;;;;;;;;;;;;;;
Polycera quadrilineata;X;;;;X;;;;;;;;;;;;;;;;;;X;X;;;;;;;;;
Polycirrus medusa;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;X;;;;;;;;;
Polycirrus norvegicus;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Polycirrus plumosus;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Polyclinum aurantium;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Polydora ciliata;X;X;X;X;X;X;X;X;;;;;X;;;;X;;;X;X;X;X;X;X;X;;;;X;X;;
Polydora cornuta;X;X;X;X;X;X;X;;;;;;;;;;;;;X;X;X;X;X;X;X;;;;X;X;;
Polydora limicola;;;X;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
Polygordius lacteus;X;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Polymastia boletiformis;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Polypedilum (Polypedilum) nubeculosum;;;;;;;;;;;;;X;X;X;X;X;;;;;;;;;;X;X;;;;;
Polypedilum bicrenatum;;;;;;;;;;;;;;X;X;;X;;;;;;;;;;;X;;;;;
Polypedilum convictum;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;X;
Polypedilum cultellatum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;
Polypedilum pullum;;;;;;;;;;;;;;X;X;X;X;;;;;;;;;;;;;;X;;
Polypedilum scalaenum;;;;;;;;;;;;;;X;;;X;;;;;;;;;;;X;;;;X;
Polypedilum sordens;;;;;;;;;;;;;;X;;;X;;;;;;;;;;;;;;;;
Polyphysia crassa;X;X;;X;;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;
Polystemma rosea;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;
Pontobdella muricata;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pontocrates altamarinus;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pontocrates arenarius;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pontogammarus robustoides;;;;;;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;X;
Pontophilus norvegicus;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pontophilus spinosus;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pontoporeia femorata;;X;X;X;X;X;X;X;X;X;X;X;X;X;;X;X;X;X;;X;;X;X;;X;;;;;;;
Porania (Porania) pulvillus;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porella compressa;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porella concinna;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porella laevis;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porella patula;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Potamanthus luteus;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;X;
Potamilla neglecta;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Potamilla reniformis;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Potamopyrgus antipodarum;;X;X;X;;X;X;X;X;X;X;;X;X;X;X;X;X;X;X;X;X;;;X;;X;X;X;X;X;X;
Potamothrix bavaricus;;;;;;;;;;;;;X;X;;;;;X;;;;;;;;;X;X;;X;;
Potamothrix bedoti;;;;;;;;;;;;;;X;;;X;;;;;;;;;;;;;;;;
Potamothrix hammoniensis;;;;;;;;;;;;;X;X;X;X;X;;X;;;;;;;;;X;X;;X;X;
Potamothrix heuscheri;;;;;;;;;;;;;;;;;X;;X;;;;;;;;;;;;;;
Potamothrix moldaviensis;;;;;;;;;;;;;;;;;X;;;;;;;;;;;X;;;X;;
Potamothrix vejdovskyi;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;
Potthastia longimanus;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;X;
Praunus flexuosus;X;X;X;;X;X;X;X;X;X;X;X;;X;X;;X;X;X;X;X;X;X;X;X;X;;X;X;X;X;X;
Praunus inermis;X;X;X;X;X;X;X;X;X;X;X;;;X;X;;X;X;X;X;X;;X;X;;X;;;;X;X;;
Praunus neglectus;X;X;;;;;;;X;X;X;;;X;X;;;;;;X;;;X;X;;;;;;;;
Praxillella affinis;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Praxillella praetermissa;X;X;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Praxillura longissima;X;X;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Priapulus caudatus;X;X;X;X;X;X;X;X;X;;;;;;;;;X;;;X;;X;X;;X;;;;;;;
Prionospio (Prionospio) dubia;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Prionospio (Prionospio) steenstrupi;X;;X;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
Prionospio banyulensis;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Prionospio cirrifera;X;X;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Prionospio fallax;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;X;;;;;;;;;
Prionospio malmgreni;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;X;;;;;;;
Pristina aequiseta;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;
Pristinella bilobata;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;
Pristina foreli ;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;
Pristina longiseta;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;
Pristinella rosea;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;
Proasellus coxalis;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;
Proceraea cornuta;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Proceraea prismatica;;;;;X;;;;;;;;;;;;;;;;;;;;;X;;;;;;;
Procerodes littoralis;;X;;;X;X;X;X;X;X;;;;;X;;X;X;;;;;X;;X;;;;;;;X;
Procerodes ulvae;;;;X;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;
Processa canaliculata;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Processa nouveli holthuisi;X;;;;X;X;;;;;;;;;;;;;;;;;;X;;;;;;;;;
Procladius (Holotanypus) ferrugineus;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;
Procladius (Psilotanypus) imicola;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;
Procladius choreus;;;;;;;;;;;;;;;;;X;;;;;;;;;;;X;;;;X;
Procloeon bifidum;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;
Prodiamesa olivacea ;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;
Propappus glandulosus;;;;;;;;;;;;;;;;;;;;;;X;;X;;;;;;;;;
Propappus volki;;;;;;;;;;;;;;;;;X;;;;;;X;;;;;;;;;;
Propebela turricula;X;X;;;X;X;;;;;;;;;;;;;;;;;;X;;;;;;;;;
Prostoma graecense;;;;;;;;;;;;;;X;;X;;;;;;;;;;;;;;;;;
Protanthea simplex;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Protodorvillea kefersteini;;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Protodriloides chaetifer;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Protohydra leuckarti;;;;;;;;;;;;;;;;;X;;;;X;;;;X;;;;X;;;;
Protomedeia fasciata;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
Psammechinus miliaris;X;X;X;X;X;;;;;;;;;;;;;;;;;;X;X;;X;;;;;;;
Psammodrilus balanoglossoides;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Psammoryctides albicola;;;;;;;;;;;;;;;;;X;;X;;;;;;;;;X;;;;;
Psammoryctides barbatus;;;;;;;;;;;;;X;X;X;X;X;;X;;;;;;;;;X;;;X;X;
Psectrocladius barbimanus;;;;;;;;;;;;;;;;;X;;;;;;;;;;X;;;;;;
Psectrocladius bisetus ;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;
Psectrocladius limbatellus;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;
Psectrocladius obvius;;;;;;;;;;;;;;;X;;X;;;;;;;;;;;;;;;;
Psectrocladius psilopterus;;;;;;;;;;;;;;;X;;X;;;;;;;;;;;;;;;X;
Psectrocladius simulans;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;
Psectrocladius sordidellus;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;
Psectrotanypus varius;;;;;;;;;;;;;;X;X;;;;;;;;;;;;;;;;;;
Pseudamussium peslutrae;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pseudanodonta complanata;;;;;;;;;;;;;;;;X;;;;;;;;;;;X;X;;;;X;
Pseudione borealis;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pseudione callianassae;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pseudochironomus prasinatus;;;;;X;;;;;;;;;X;;;X;;;;;;;;;;X;;;;;X;
Pseudocuma (Pseudocuma) longicorne;;;;;X;;;;;;;;;;;;;;;;;;X;X;;;;;;;;;
Pseudocuma (Stenocuma) graciloides;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;
Pseudomma affine;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pseudomonocelis agilis;;;;;;;;;;;;;;;;;;;;;;;X;;X;;;;;;;;
Pseudopolydora antennata;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;X;;;;;;;;;
Pseudopolydora paucibranchiata;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pseudopolydora pulchra;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;X;X;;X;;;;;;;
Pseudopotamilla reniformis;X;X;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pseudoprotella phasma;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pseudothyone raphanus;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Psolus phantapus;X;X;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Psolus squamatus;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Psychomyia pusilla;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;
Puncturella noachina;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pusillina inconspicua;;;X;;X;X;X;X;;;;;;;;;;;;X;X;X;X;X;X;X;;;;X;;;
Pusillina sarsi;X;X;X;X;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pycnogonum litorale;X;X;;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pygospio elegans;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;X;X;X;X;X;X;X;X;X;X;;X;X;X;X;;
Pyripora catenularia;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Radix ampla;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;X;
Radix auricularia;;;;;;;;;;;;;X;X;;;X;;;X;;;;;X;;X;X;;;X;X;
Radix balthica;;;X;X;;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;X;;X;X;X;X;X;X;
Radix labiata;;;;;;;;;;;X;;;;X;X;;;;;;;;;;;X;;;;;X;
Ragionula rosacea;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ranatra linearis;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;
Raphitoma leufroyi;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Raphitoma linearis;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rathkea octopunctata;;;;;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;
Reteporella beaniana;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Retusa obtusa;X;X;X;X;X;X;X;;;;;;;;;;;;;;X;X;X;X;;X;;;;;;;
Retusa truncatula;X;X;X;X;X;X;X;;;;;;;;;;;;;;X;;X;X;X;X;;;;;;;
Rhantus exsoletus;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;
Rhantus suturellus;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;
Rheotanytarsus curtistylus;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;
Rheotanytarsus exiguus;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;
Rhithropanopeus harrisii;;;;;;X;X;X;;;;;;;;;;X;;X;;X;;;X;;X;X;X;X;X;X;
Rhizocaulus verticillatus;;X;;;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;
Rhodine gracilior;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;
Rhodine loveni;X;X;;;X;X;X;;;;;;;;;;;;;;;;;;;X;;;;;;;
Rhyacodrilus coccineus;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;
Rhynchelmis limosella;;;;;;;;;;;;;;;;;;;X;;;;;;;;;X;;;;;
Ripistes parasita;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;
Rissoa membranacea;X;X;X;X;X;X;X;X;;;;;;;;;;;;X;X;X;X;X;X;X;;;X;X;;;
Rissoa parva;X;;X;;X;X;;;;;;;;;;;;;;;X;;;;;;;;;;;;
Rissoa sarsii;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rissoa violacea;;;;X;;X;;;;;;;;;;;;;;;X;;X;;;;;;;;;;
Roxania utriculus;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sabella pavonina;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sabella spallanzanii;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sabellides octocirrata;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Saduria entomon;;X;;;;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;
Sagartia elegans;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sagartia troglodytes;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sagartiogeton laceratus;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sagartiogeton undatus;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sagartiogeton viduatus;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Samytha sexcirrata;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sarcodictyon roseum;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sarsia tubulosa;;;;;X;X;X;;;;;;;;;;;;;;X;;X;;;;;;;;;;
Saxicavella jeffreysi;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scalibregma inflatum;X;X;X;X;X;X;X;;;;;;;;;;;;;;X;;;X;;X;;;;;;;
Scalpellum scalpellum;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scaphander punctostriatus;;;X;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;
Schistomeringos eliasoni;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schistomysis ornata;X;;X;;X;;;;;;;;;;;;;;;;;;;;;X;;;;;;;
Schistomysis spiritus;X;;X;;X;X;;;;;;;;;;;;;;;X;;;X;;X;;;;;;;
Schizomavella linearis;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scolelepis (Scolelepis) foliosa;X;X;X;X;X;X;X;;;;;;;;;;;;;;X;;X;;;X;;;;;;;
Scolelepis (Scolelepis) squamata;X;;X;X;X;X;X;;;;;;;;;;;;;;;;;;;X;;;;;;;
Scolelepis bonnieri;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scolelepis tridentata;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scoloplos (Scoloplos) armiger;X;X;X;X;X;X;X;X;X;X;X;;;;;;;X;;;X;X;X;X;X;X;;;X;X;;;
Scopelocheirus hopei;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scrobicularia plana;X;X;X;X;X;X;;;;;;;;;;;;;;;X;X;X;X;X;X;;;;;;;
Scruparia ambigua;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scruparia chelata;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scrupocellaria reptans;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scrupocellaria scabra;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scrupocellaria scruposa;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scutopus ventrolineatus;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Securiflustra securifrons;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Segmentina nitida;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;X;
Semibalanus balanoides;X;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Serratella ignita;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;X;
Sertularella rugosa;X;;;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sertularia cupressina;X;X;;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;
Sertularia tenera;X;X;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sialis lutaria;;;;;;;;;;;;;;;;X;X;;;;;;;;;;;;;;;X;
Sigalion mathildae;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sigara distincta;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
Sigara falleni;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;X;
Sigara fossarum;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;
Sigara semistriata;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;
Sigara striata;;;;;;;;;;;;;;;;;X;;X;;;;;;;;;;;;;;
Sige fusigera;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Siphonoecetes (Centraloecetes) kroyeranus;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Siphonoecetes (Centraloecetes) striatus;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Skeneopsis planorbis;X;;X;;X;X;;;;;;;;;;;;;;;;;;;;X;;;;;;;
Slavina appendiculata;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;
Smittina bella;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smittoidea reticulata;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Socarnes vahlii;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Solaster endeca;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Somatochlora flavomaculata;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;
Somatochlora metallica;;;;;;;;;;;;;;;;;X;;;;;;;;;;;X;;;;;
Sosane sulcata;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Spatangus purpureus;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Specaria josinae;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;
Sphaerium corneum;;;;;;;;;;;;;;X;;;X;;;;;;;;X;;X;X;;;;X;
Sphaerium rivicola;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;;;;X;
Sphaerium solidum;;;;;;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;X;
Sphaerodoropsis baltica;X;X;X;;X;X;X;;;;;;;;;;;;;;;;;;;X;;;;;;;
Sphaerodoropsis disticha;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sphaerodoropsis flavum;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sphaerodoropsis minuta;;;X;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sphaerodoropsis philippi;;X;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sphaerodorum gracilis;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sphaerosyllis hystrix;X;;;X;X;;;;;;;;;;;;;;;;;;;X;;;;;;;;;
Spio armata;;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
Spio decoratus;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Spio filicornis;X;X;X;X;X;X;X;X;;;;;;;;;;;;;X;;X;X;;X;;;;;;;
Spio goniocephala;X;X;X;X;X;X;X;;;;;;;;;;;;;X;X;;X;X;;X;;;;;;;
Spio martinensis;X;X;X;;X;X;X;;;;;;;;;;;;;;X;;X;X;;X;;;;;;;
Spiochaetopterus typicus;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Spiophanes bombyx;X;X;X;X;X;;X;;;;;;;;;;;;;;;;;;;X;;;;;;;
Spiophanes kroyeri;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Spiridion insigne;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;
Spirobranchus triqueter;X;X;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Spirontocaris lilljeborgii;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Spirorbis (Spirorbis) corallinae;;;;X;X;;;;;;;;;;;;;;;;;;;X;;;;;;;;;
Spirorbis (Spirorbis) spirorbis;X;X;;X;X;X;X;;;;;;;;;;;;;X;X;;;;;X;;;X;X;;;
Spirorbis (Spirorbis) tridentatus;X;;;;X;;;;;;;;;;;;;;;;;;;;X;;;;;;;;
Spirorbis granulatus;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;X;;;
Spirosperma velutinus;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;
Spisula elliptica;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Spisula solida;X;;X;;X;X;;;;;;;;;;;;;;;;;;;;X;;;;;;;
Spisula subtruncata;X;X;X;;X;X;;;;;;;;;;;;;;;;;;X;;X;;;;;;;
Spongilla lacustris;;;;;;;;;;;;;;;;;;;;X;;;;;X;;;;;;;X;
Stagnicola corvus;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;X;
