latin_name;assessment_unit;helcom_category;iucn_criteria;taxa_group
Tellina tenuis;Species;NE;;invert
Ruthnielsenia tenuis;Species;NE;;macrophytes
Punctaria tenuissima;Species;LC;;macrophytes
Aglaothamnion tenuissimum;Species;LC;;macrophytes
Microspongium tenuissimum;Species;NE;;macrophytes
Hecatonema terminale;Species;LC;;macrophytes
Glycera tesselata;Species;NE;;invert
Theromyzon tessulatum;Species;LC;;invert
Erpobdella testacea;Species;LC;;invert
Alvania testae;Species;LC;;invert
Epicladia testarum;Species;NE;;macrophytes
Testudinalia testudinalis;Species;LC;;invert
Malacoceros tetracerus;Species;NE;;invert
Eiseniella tetraedra;Species;LC;;invert
Neoleanira tetragona;Species;NE;;invert
Callithamnion tetragonum;Species;LC;;macrophytes
Hippuris tetraphylla;Species;EN;B2ab(i,ii,iii,iv,v);macrophytes
Lumbrineris tetraura;Species;NE;;invert
Gerris thoracicus;Species;LC;;invert
Chironomus thummi;Species;LC;;invert
Choreonema thuretii;Species;NE;;macrophytes
Compsothamnion thuyoides;Species;NE;;macrophytes
Thymallus thymallus;Species;CR;A2bcd;fish
Thunnus thynnus;Species;NA;;fish
Palliolum tigerinum;Species;LC;;invert
Gammarus tigrinus;Species;NA;;invert
Tinca tinca;Species;LC;;fish
Leptocerus tineiformis;Species;LC;;invert
Hydroptila tineoides;Species;LC;;invert
Ammodytes tobianus;Species;LC;;fish
Chara tomentosa;Species;LC;;macrophytes
Laminariocolax tomentosoides;Species;LC;;macrophytes
Spongonema tomentosum;Species;LC;;macrophytes
Halosiphon tomentosus;Species;LC;;macrophytes
Alca torda;Breeding;LC;;breeding birds
Alca torda;Wintering/ Baltic sub-population (torda);LC;;wintering birds
Alca torda;Wintering/ NW European sub-population (islandica);NE;;wintering birds
Acteon tornatilis;Species;LC;;invert
Ulva torta;Species;NE;;macrophytes
Stictyosiphon tortilis;Species;LC;;macrophytes
Rhizoclonium tortuosum;Species;NE;;macrophytes
Planaria torva;Species;LC;;invert
Tringa totanus;Breeding;NT;A2ac;breeding birds
Trachurus trachurus;Species;NA;;fish
Erythrodermis traillii;Species;LC;;macrophytes
Leptoplana tremellaris;Species;NE;;invert
Curtitoma trevelliana;Species;LC;;invert
Epitonium trevelyanum;Species;LC;;invert
Elatine triandra;Species;LC;;macrophytes
Hauchiella tribullata;Species;LC;;invert
Sphacelaria tribuloides;Species;NE;;macrophytes
Ranunculus trichophyllus;Species;NE;;macrophytes
Eubranchus tricolor;Species;NE;;invert
Rissa tridactyla;Breeding;EN;D1;breeding birds
Rissa tridactyla;Wintering;VU;D2;wintering birds
Scolelepis tridentata;Species;NE;;invert
Cricotopus trifascia;Species;LC;;invert
Amaeana trilobata;Species;NE;;invert
Cyrnus trimaculatus;Species;LC;;invert
Spirobranchus triqueter;Species;LC;;invert
Parasmittina trispinosa;Species;LC;;invert
Geryon trispinosus;Species;DD;;invert
Philocheras trispinosus;Species;NE;;invert
Hydroporus tristis;Species;LC;;invert
Lemna trisulca;Species;LC;;macrophytes
Dicrotendipes tritomus;Species;LC;;invert
Sagartia troglodytes;Species;NE;;invert
Bithynia troschelii;Species;NE;;invert
Mytilus trossulus;Species;LC;;invert
Aetea truncata;Species;LC;;invert
Harpinia truncata;Species;NE;;invert
Mya truncata;Species;NT;A2c;invert
Osmundea truncata;Species;NE;;macrophytes
Eudorella truncatula;Species;LC;;invert
Fossaria truncatula;Species;LC;;invert
Retusa truncatula;Species;LC;;invert
Boreotrophon truncatus;Species;NT;B2ab(ii,iii);invert
Coccotylus truncatus;Species;LC;;macrophytes
Salmo trutta;Species;VU;A4b;fish
Oncorhynchus tshawytscha;Species;NA;;fish
Cryptochironomus tshernovskii;Species;NE;;invert
Dulichia tuberculata;Species;LC;;invert
Edwardsia tuberculata;Species;NE;;invert
Macropipus tuberculatus;Species;LC;;invert
Oulimnius tuberculatus;Species;LC;;invert
Ebalia tuberosa;Species;NE;;invert
Haploops tubicola;Species;VU;B1ab(i,iii)+2ab(ii,iii);invert
Hyalinoecia tubicola;Species;LC;;invert
Tubifex tubifex;Species;LC;;invert
Sarsia tubulosa;Species;NE;;invert
Apistobranchus tullbergi;Species;LC;;invert
Ebalia tumefacta;Species;LC;;invert
Diastylis tumida;Species;NE;;invert
Gibbula tumida;Species;LC;;invert
Unio tumidus;Species;NE;;invert
Propebela turricula;Species;LC;;invert
Epitonium turtonis;Species;DD;;invert
Syngnathus typhle;Species;LC;;fish
Ampelisca typica;Species;LC;;invert
Aora typica;Species;LC;;invert
Pariambus typicus;Species;LC;;invert
Pedicellaster typicus;Species;NE;;invert
Spiochaetopterus typicus;Species;NE;;invert
Pestarella tyrrhena;Species;NE;;invert
Limnodrilus udekemianus;Species;LC;;invert
Hydrobia ulvae;Species;LC;;invert
Procerodes ulvae;Species;LC;;invert
Porphyra umbilicalis;Species;LC;;macrophytes
Cylichnina umbilicata;Species;NE;;invert
Hydroporus umbrosus;Species;LC;;invert
Uncinais uncinata;Species;LC;;invert
Mysia undata;Species;LC;;invert
Buccinum undatum;Species;LC;;invert
Sagartiogeton undatus;Species;LC;;invert
Protomonostroma undulatum;Species;LC;;macrophytes
Capulus ungaricus;Species;LC;;invert
Orcynopsis unicolor;Species;NA;;fish
Glycera unicornis;Species;NE;;invert
Tegella unicornis;Species;LC;;invert
Eleocharis uniglumis;Species;LC;;macrophytes
Bidessus unistriatus;Species;LC;;invert
Tanytarsus usmaensis;Species;LC;;invert
Cryptochironomus ussouriensis;Species;LC;;invert
Roxania utriculus;Species;DD;;invert
Walkeria uva;Species;NE;;invert
Cladophora vadorum;Species;NE;;macrophytes
Tinodes waeneri;Species;NE;;invert
Halorhiza vaga;Species;NE;;macrophytes
Cladophora vagabunda;Species;NE;;macrophytes
Nitella wahlbergiana;Species;LC;;macrophytes
Alisma wahlenbergii;Species;VU;B2ab(ii,iii,iv,v);macrophytes
Socarnes vahlii;Species;LC;;invert
Drunella walkeri;Species;NE;;invert
Apatania wallengreni;Species;LC;;invert
Aclis walleri;Species;LC;;invert
Vanellus vanellus;Breeding;NT;A2bc;breeding birds
Agrypnia varia;Species;LC;;invert
Mimachlamys varia;Species;LC;;invert
Halocladius variabilis;Species;LC;;invert
Nais variabilis;Species;LC;;invert
Halocladius varians;Species;NE;;invert
Hippolyte varians;Species;VU;B1ab(iii);invert
Palaemonetes varians;Species;DD;;invert
Syllis variegata;Species;LC;;invert
Lumbriculus variegatus;Species;LC;;invert
Grania variochaeta;Species;NE;;invert
Chaetopterus variopedatus;Species;LC;;invert
Psectrotanypus varius;Species;LC;;invert
Echinogammarus warpachowskyi;Species;NA;;invert
Lembos websteri;Species;LC;;invert
Streptosyllis websteri;Species;LC;;invert
Hydroptila vectis;Species;LC;;invert
Atylus vedlomensis;Species;LC;;invert
Bothrioneurum vejdovskyanum;Species;NE;;invert
Potamothrix vejdovskyi;Species;NA;;invert
Velutina velutina;Species;NE;;invert
Vaucheria velutina;Species;NE;;macrophytes
Spirosperma velutinus;Species;NE;;invert
Eubrychius velutus;Species;NE;;invert
Escharella ventricosa;Species;LC;;invert
Scutopus ventrolineatus;Species;LC;;invert
Ecrobia ventrosa;Species;LC;;invert
Lanassa venusta;Species;LC;;invert
Nicolea venustula;Species;NE;;invert
Mesogloia vermiculata;Species;LC;;macrophytes
Gracilaria vermiculophylla;Species;NA;;macrophytes
Tanytarsus verralli;Species;NE;;invert
Lichenopora verrucaria;Species;LC;;invert
Glossiphonia verrucata;Species;NE;;invert
Flabellina verrucosa;Species;NE;;invert
Ralfsia verrucosa;Species;LC;;macrophytes
Microdeutopus versiculatus;Species;LC;;invert
Chylocladia verticillata;Species;LC;;macrophytes
Dudresnaya verticillata;Species;LC;;macrophytes
Myriophyllum verticillatum;Species;LC;;macrophytes
Rhizocaulus verticillatus;Species;NE;;invert
Fucus vesiculosus;Species;LC;;macrophytes
Lepidorhombus whiffiagonis;Species;NA;;fish
Sagartiogeton viduatus;Species;LC;;invert
Grania vikinga;Species;NE;;invert
Piscicola wiktori;Species;NE;;invert
Tanypus vilipennis;Species;LC;;invert
Brada villosa;Species;LC;;invert
Leptostylis villosa;Species;NE;;invert
Arthrocladia villosa;Species;LC;;macrophytes
Thracia villosiuscula;Species;LC;;invert
Antithamnion villosum;Species;LC;;macrophytes
Dikerogammarus villosus;Species;NA;;invert
Vimba vimba;Species;LC;;fish
Lacuna vincta;Species;LC;;invert
Rissoa violacea;Species;LC;;invert
Echiichthys vipera;Species;NA;;fish
Alitta virens;Species;LC;;invert
Pollachius virens;Species;NA;;fish
Cladopelma virescens;Species;LC;;invert
Eudesme virescens;Species;LC;;macrophytes
Chara virgata;Species;LC;;macrophytes
Acrochaetium virgatulum;Species;NE;;macrophytes
Ceramium virgatum;Species;LC;;macrophytes
Ascidia virginea;Species;LC;;invert
Tectura virginea;Species;LC;;invert
Ephoron virgo;Species;NE;;invert
Suberites virgultosus;Species;NE;;invert
Elysia viridis;Species;NE;;invert
Eulalia viridis;Species;LC;;invert
Lineus viridis;Species;NE;;invert
Marenzelleria viridis;Species;NA;;invert
Acrochaete viridis;Species;NE;;macrophytes
Desmarestia viridis;Species;LC;;macrophytes
Cladopelma viridula;Species;LC;;invert
Parachironomus vitiosus;Species;LC;;invert
Hyala vitrea;Species;LC;;invert
Halocladius vitripennis;Species;NE;;invert
Donax vittatus;Species;NE;;invert
Acrochaete wittrockii;Species;NE;;macrophytes
Aphelochaeta vivipara;Species;NE;;invert
Viviparus viviparus;Species;DD;;invert
Sebastes viviparus;Species;NA;;fish
Zoarces viviparus;Species;NT;A2b;fish
Propappus volki;Species;NE;;invert
Corophium volutator;Species;LC;;invert
Urospora wormskioldii;Species;LC;;macrophytes
Anisus vortex;Species;LC;;invert
Anisus vorticulus;Species;NA;;invert
Escharina vulgaris;Species;LC;;invert
Hydra vulgaris;Species;LC;;invert
Gaidropsarus vulgaris;Species;NA;;fish
Chara vulgaris;Species;NE;;macrophytes
Utricularia vulgaris;Species;LC;;macrophytes
Ephemera vulgata;Species;NE;;invert
Gomphus vulgatissimus;Species;LC;;invert
Sympetrum vulgatum;Species;LC;;invert
Demicryptochironomus vulneratus;Species;LC;;invert
Alopias vulpinus;Species;NA;;fish
Xenochironomus xenolabis;Species;LC;;invert
Halitholus yoldiaarcticae;Species;LC;;invert
Gammarus zaddachi;Species;LC;;invert
Ulothrix zonata;Species;NE;;macrophytes
Cladosiphon zosterae;Species;LC;;macrophytes
Mikrosyphar zosterae;Species;LC;;macrophytes
Nicolea zostericola;Species;LC;;invert
Petalonia zosterifolia;Species;LC;;macrophytes
Sphyrna zygaena;Species;NA;;fish
