No;Group;Kingdom;Phylum;Class;Order;Family;Genus;Subgenus;Species;Subspecies;Valid taxon name;Kattegat;The Sound;Little Belt;Great Belt;Kiel Bay;Bay of Mecklenburg;Arkona Basin;Bornholm Basin;Eastern Gotland Basin;Western Gotland Basin;Northern Baltic Proper;Aland Sea;Archipelago Sea;Bothnian Sea;The Quark;Bothnian Bay;Gulf of Finland;Gulf of Gdansk;Gulf of Riga;Warnow Estuary;Wismar Bay;Trave Estuary;Kiel Fjord;Eckernförde Bay;Schlei Estuary;Flensburg Fjord;Vistula Lagoon;Szczecin Lagoon;Greifswald Lagoon;Rugia Lagoons;Darss-Zingst Lagoon;Curonian Lagoon
661;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;;finmarchicus;;Gammarus finmarchicus;;;X;;X;X;;;;;;;;;;;;;;;;;;;;X;;;;;;
662;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;;inaequicauda;;Gammarus inaequicauda;;;;;X;;;;;;;;;;;;X;;;X;X;;;;;;;;X;X;;
663;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;;insensibilis;;Gammarus insensibilis;X;;;X;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;
664;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;;lacustris;;Gammarus lacustris;;;;;;;;;;;;;;;;;;;X;;;;;;;;X;;;;;X
665;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;;locusta;;Gammarus locusta;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;X;;X;X;X;X;X;X;;X;X;;X;X;X;
666;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;;oceanicus;;Gammarus oceanicus;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
667;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;;pulex;;Gammarus pulex;;;;;;;;;;;;;;;;;X;;X;X;;;;;X;;X;X;;;;X
668;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;;roeselii;;Gammarus roeselii;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;
669;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;;salinus;;Gammarus salinus;X;X;X;X;X;X;X;X;X;X;X;X;;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;
670;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;;tigrinus;;Gammarus tigrinus;;;;;;X;X;X;X;;X;;;;;X;X;X;X;X;X;X;;;;;X;X;X;X;X;X
671;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;;zaddachi;;Gammarus zaddachi;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
672;Bivalvia;Animalia;Mollusca;Bivalvia;Euheterodonta incertae sedis;Psammobidae;Gari;;fervensis;;Gari fervensis;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
673;Bivalvia;Animalia;Mollusca;Bivalvia;Euheterodonta incertae sedis;Psammobidae;Gari;;tellinella;;Gari tellinella;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
674;Hydrozoa;Animalia;Cnidaria;Hydrozoa;Anthoathecata;Bougainvilliidae;Garveia;;franciscana;;Garveia franciscana;;;;;X;X;;;;;;;;;;;;;;X;;;;;;;;;;;;
675;Mysida;Animalia;Arthropoda;Malacostraca;Mysida;Mysidae;Gastrosaccus;;spinifer;;Gastrosaccus spinifer;X;X;X;X;X;X;X;X;;;;;;;;;X;;;X;X;;X;X;X;X;;;;;;
676;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Polynoidae;Gattyana;;amondseni;;Gattyana amondseni;X;X;X;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
677;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Polynoidae;Gattyana;;cirrhosa;;Gattyana cirrhosa;X;X;X;;X;X;X;;;;;;;;;;;;;;;;X;X;;X;;;;X;;
678;Hemiptera;Animalia;Arthropoda;Insecta;Hemiptera;Gerridae;Gerris;;argentatus;;Gerris argentatus;;;;;;;;;;;;;;;;;X;X;;;;;;;;;;;;;;X
679;Hemiptera;Animalia;Arthropoda;Insecta;Hemiptera;Gerridae;Gerris;;lacustris;;Gerris lacustris;;;;;;;;;;;;;;;;;;X;;;;;;;;;X;;;;;X
680;Hemiptera;Animalia;Arthropoda;Insecta;Hemiptera;Gerridae;Gerris;;odontogaster;;Gerris odontogaster;;;;;;;;;;;;;;;;;X;X;;;;;;;;;;;;;;X
681;Hemiptera;Animalia;Arthropoda;Insecta;Hemiptera;Gerridae;Gerris;;thoracicus;;Gerris thoracicus;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;
682;Decapoda;Animalia;Arthropoda;Malacostraca;Decapoda;Geryonidae;Geryon;;trispinosus;;Geryon trispinosus;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
683;Gastropoda;Animalia;Mollusca;Gastropoda;Vetigastropoda;Trochidae;Gibbula;;cineraria;;Gibbula cineraria;X;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
684;Gastropoda;Animalia;Mollusca;Gastropoda;Vetigastropoda;Trochidae;Gibbula;;tumida;;Gibbula tumida;X;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
685;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Amphilochidae;Gitana;;sarsi;;Gitana sarsi;;;;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;
686;Hirudinea;Animalia;Annelida;Clitellata;Rhynchobdellida;Glossiphoniidae;Glossiphonia;;complanata;;Glossiphonia complanata;;;;;;;;X;;;;;;;;X;X;;X;X;;;;;X;;X;X;;;;X
687;Hirudinea;Animalia;Annelida;Clitellata;Rhynchobdellida;Glossiphoniidae;Glossiphonia;;concolor;;Glossiphonia concolor;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;X;X
688;Hirudinea;Animalia;Annelida;Clitellata;Rhynchobdellida;Glossiphoniidae;Glossiphonia;;paludosa;;Glossiphonia paludosa;;;;;;;X;;;;;;;X;X;;;;X;;;;;;;;;;;;;
689;Hirudinea;Animalia;Annelida;Clitellata;Rhynchobdellida;Glossiphoniidae;Glossiphonia;;verrucata;;Glossiphonia verrucata;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;
690;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Glyceridae;Glycera;;alba;;Glycera alba;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;X;;;;;;
691;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Glyceridae;Glycera;;capitata;;Glycera capitata;X;X;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;
692;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Glyceridae;Glycera;;gigantea;;Glycera gigantea;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
693;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Glyceridae;Glycera;;lapidum;;Glycera lapidum;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
694;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Glyceridae;Glycera;;rouxi;;Glycera rouxi;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
695;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Glyceridae;Glycera;;tesselata;;Glycera tesselata;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
696;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Glyceridae;Glycera;;unicornis;;Glycera unicornis;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
697;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Goniadidae;Glycinde;;nordmanni;;Glycinde nordmanni;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
698;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Pilargidae;Glyphohesione;;klatti;;Glyphohesione klatti;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
699;Trichoptera;Animalia;Arthropoda;Insecta;Trichoptera;Limnephilidae;Glyphotaelius;;pellucidus;;Glyphotaelius pellucidus;;;;;;;;;;;;;X;;;X;X;;X;;;;;;;;;;;;;
700;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Glyptotendipes;;barbipes;;Glyptotendipes barbipes;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;X;;
701;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Glyptotendipes;;glaucus;;Glyptotendipes glaucus;;;;;;;;;;;;;;;;;X;;;;;;;;;;;X;;;;
702;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Glyptotendipes;;gripekoveni;;Glyptotendipes gripekoveni;;;;;;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;X
703;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Glyptotendipes;;pallens;;Glyptotendipes pallens;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
704;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Glyptotendipes;;paripes;;Glyptotendipes paripes;;;;;;;;;;;;;;;;;X;;;;;;;;;;;X;;;;X
705;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gmelinoides;;fasciatus;;Gmelinoides fasciatus;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
706;Isopoda;Animalia;Arthropoda;Malacostraca;Isopoda;Gnathiidae;Gnathia;;oxyuraea;;Gnathia oxyuraea;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
707;Trichoptera;Animalia;Arthropoda;Insecta;Trichoptera;Goeridae;Goera;;pilosa;;Goera pilosa;;;;;;;;;;;;;;;;X;X;;;;;;;;;;;;;;;
708;Sipuncula;Animalia;Sipuncula;Sipunculidea;Golfingiida;Golfingiidae;Golfingia;Golfingia;margaritacea;;Golfingia (Golfingia) margaritacea;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
709;Sipuncula;Animalia;Sipuncula;Sipunculidea;Golfingiida;Golfingiidae;Golfingia;Golfingia;vulgaris;vulgaris;Golfingia (Golfingia) vulgaris vulgaris;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
710;Odonata;Animalia;Arthropoda;Insecta;Odonata;Gomphidae;Gomphus;;vulgatissimus;;Gomphus vulgatissimus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X
711;Anthozoa;Animalia;Cnidaria;Anthozoa;Actiniaria;Gonactiniidae;Gonactinia;;prolifera;;Gonactinia prolifera;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
712;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Goniadidae;Goniada;;maculata;;Goniada maculata;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;
713;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Goniadidae;Goniada;;norvegica;;Goniada norvegica;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
714;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Goniadidae;Goniadella;;bobretzkii;;Goniadella bobretzkii;X;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
715;Gastropoda;Animalia;Mollusca;Gastropoda;Nudibranchia;Goniodorididae;Goniodoris;;nodosa;;Goniodoris nodosa;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
716;Hydrozoa;Animalia;Cnidaria;Hydrozoa;Leptothecata;Campanulariidae;Gonothyraea;;loveni;;Gonothyraea loveni;;X;;;X;X;X;X;X;;X;X;X;;;;X;;X;X;X;X;X;X;X;X;;X;X;X;X;
717;Nematomorpha;Animalia;Nematomorpha;;Gordioidea;Gordiidae;Gordius;;aquaticus;;Gordius aquaticus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X
718;Echinodermata;Animalia;Echinodermata;Echinoidea;Camarodonta ;Echinidae;Gracilechinus;;acutus;;Gracilechinus acutus;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
719;Echinodermata;Animalia;Echinodermata;Echinoidea;Camarodonta ;Echinidae;Gracilechinus;;elegans;;Gracilechinus elegans;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
720;Trichoptera;Animalia;Arthropoda;Insecta;Trichoptera;Limnephilidae;Grammotaulius;;nigropunctatus;;Grammotaulius nigropunctatus;;;;;;;;;;;;X;X;;;;X;;;;;;;;;;;;;;;
721;Oligochaeta;Animalia;Annelida;Clitellata;Enchytraeida;Enchytraeidae;Grania;;ovitheca;;Grania ovitheca;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
722;Oligochaeta;Animalia;Annelida;Clitellata;Enchytraeida;Enchytraeidae;Grania;;postclitellochaeta;;Grania postclitellochaeta;X;;X;;;;;;;;;;;;;;;;;;;;;X;;X;;;;;;
723;Oligochaeta;Animalia;Annelida;Clitellata;Enchytraeida;Enchytraeidae;Grania;;variochaeta;;Grania variochaeta;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
724;Oligochaeta;Animalia;Annelida;Clitellata;Enchytraeida;Enchytraeidae;Grania;;vikinga;;Grania vikinga;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
725;Gastropoda;Animalia;Mollusca;Gastropoda;;Cimidae;Graphis;;;;Graphis albida;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
726;Porifera;Animalia;Porifera;Calcarea;Clathrinida;Clathrinidae;Guancha;;blanca;;Guancha blanca;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
727;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Hesionidae;Gyptis;;helgolandica;;Gyptis helgolandica;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
728;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Hesionidae;Gyptis;;rosea;;Gyptis rosea;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
729;Gastropoda;Animalia;Mollusca;Gastropoda;Basommatophora;Planorbidae;Gyraulus;;albus;;Gyraulus albus;;;;;;;;;;;;;;;;X;X;;;;;;;;X;;X;X;;;X;X
730;Gastropoda;Animalia;Mollusca;Gastropoda;Basommatophora;Planorbidae;Gyraulus;;riparius;;Gyraulus riparius;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X
731;Coleoptera;Animalia;Arthropoda;Insecta;Coleoptera;Gyrinidae;Gyrinus;;distinctus;;Gyrinus distinctus;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
732;Coleoptera;Animalia;Arthropoda;Insecta;Coleoptera;Gyrinidae;Gyrinus;;minutus;;Gyrinus minutus;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
733;Coleoptera;Animalia;Arthropoda;Insecta;Coleoptera;Gyrinidae;Gyrinus;;natator;;Gyrinus natator;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
734;Hirudinea;Animalia;Annelida;Clitellata;Arhynchobdellida;Haemopidae;Haemopis;;elegans;;Haemopis elegans;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;
735;Hirudinea;Animalia;Annelida;Clitellata;Arhynchobdellida;Haemopidae;Haemopis;;sanguisuga;;Haemopis sanguisuga;;;;;;;;;;;;;;;;;;;X;;;;;;X;;X;X;;;;X
736;Anthozoa;Animalia;Cnidaria;Anthozoa;Actiniaria;Halcampidae;Halcampa;;chrysanthellum;;Halcampa chrysanthellum;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
737;Anthozoa;Animalia;Cnidaria;Anthozoa;Actiniaria;Halcampidae;Halcampa;;duodecimcirrata;;Halcampa duodecimcirrata;X;X;X;;X;X;X;X;;;;;;;;;;;;;;;X;X;;X;;;;;;
738;Anthozoa;Animalia;Cnidaria;Anthozoa;Actiniaria;Halcampoididae;Halcampoides;;abyssorum;;Halcampoides abyssorum;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
739;Hydrozoa;Animalia;Cnidaria;Hydrozoa;Leptothecata;Haleciidae;Halecium;;halecium;;Halecium halecium;X;X;;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;
740;Hydrozoa;Animalia;Cnidaria;Hydrozoa;Leptothecata;Haleciidae;Halecium;;labrosum;;Halecium labrosum;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
741;Hydrozoa;Animalia;Cnidaria;Hydrozoa;Leptothecata;Haleciidae;Halecium;;tenellum;;Halecium tenellum;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
742;Porifera;Animalia;Porifera;Demospongiae;Halichondrida;Halichondriidae;Halichondria;Halichondria;bowerbanki;;Halichondria (Halichondria) bowerbanki ;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
743;Porifera;Animalia;Porifera;Demospongiae;Halichondrida;Halichondriidae;Halichondria;Halichondria;panicea;;Halichondria (Halichondria) panicea;X;X;X;X;X;X;X;X;;;;;;;;;;;;;X;;X;X;X;X;;;;;;
744;Porifera;Animalia;Porifera;Demospongiae;Haplosclerida;Chalinidae;Haliclona;Haliclona;oculata;;Haliclona (Haliclona) oculata;;;;X;X;X;X;;;;;;;;;;;;;;;;;X;;;;;;;;
745;Porifera;Animalia;Porifera;Demospongiae;Haplosclerida;Chalinidae;Haliclona;Haliclona;urceolus;;Haliclona (Haliclona) urceolus;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
746;Porifera;Animalia;Porifera;Demospongiae;Haplosclerida;Chalinidae;Haliclona;Reniera;cinerea;;Haliclona (Reniera) cinerea;;X;X;;X;;;;;;;;;;;;;;;;;;;X;;;;;;;;
747;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Oedicerotidae;Halicreion;;aequicornis;;Halicreion aequicornis;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
748;Priapulida;Animalia;Cephalorhyncha;Priapulida;;Priapulidae;Halicryptus;;spinulosus;;Halicryptus spinulosus;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;X;X;X;;X;X;X;X;;X;;;;;;
749;Coleoptera;Animalia;Arthropoda;Insecta;Coleoptera;Haliplidae;Haliplus;;confinis;;Haliplus confinis;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;;;;X
750;Coleoptera;Animalia;Arthropoda;Insecta;Coleoptera;Haliplidae;Haliplus;;flavicollis;;Haliplus flavicollis;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
751;Coleoptera;Animalia;Arthropoda;Insecta;Coleoptera;Haliplidae;Haliplus;;immaculatus;;Haliplus immaculatus;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
752;Porifera;Animalia;Porifera;Demospongiae;Halisarcida;Halisarcidae;Halisarca;;dujardini;;Halisarca dujardini;X;X;;X;X;X;X;;;;;;;;;;;;;;X;;X;X;;;;;;;;
753;Hydrozoa;Animalia;Cnidaria;Hydrozoa;Anthoathecata;Pandeidae;Halitholus;;yoldiaarcticae;;Halitholus yoldiaarcticae;;X;;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;
754;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Halocladius;;braunsi;;Halocladius braunsi;;;;;;;X;;;;;;;;;;;;;;X;;;;;;;;;;X;
755;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Halocladius;;variabilis;;Halocladius variabilis;;X;;X;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
756;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Halocladius;;varians;;Halocladius varians;;X;X;;;;;;;;;;;;;;;;;;X;;;;;;;;;;X;
757;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Halocladius;;vitripennis;;Halocladius vitripennis;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;
758;Gastropoda;Animalia;Mollusca;Gastropoda;Cephalaspidea;Haminoeidae;Haminoea;;exigua;;Haminoea exigua;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;
759;Polyplacophora;Animalia;Mollusca;Polyplacophora;Lepidopleurida;Hanleyidae;Hanleya;;hanleyi;;Hanleya hanleyi;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
760;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Ampeliscidae;Haploops;;tenuis;;Haploops tenuis;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
761;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Ampeliscidae;Haploops;;tubicola;;Haploops tubicola;X;X;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
762;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Stenothoidae;Hardametopa;;nasuta;;Hardametopa nasuta;;;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
763;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;;antilopes;;Harmothoe antilopes;X;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
764;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;;borealis;;Harmothoe borealis;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
765;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;;extenuata;;Harmothoe extenuata;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
766;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;;fragilisa;;Harmothoe fragilis;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
767;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;;imbricata;;Harmothoe imbricata;X;X;X;X;X;X;X;X;;;;;;;;;;;;X;X;X;X;X;X;X;;;;;;
768;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;;impar;;Harmothoe impar;X;X;X;X;X;X;X;X;;;;;;X;;;;;;;X;X;X;X;X;X;;;;;;
769;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;;longisetis;;Harmothoe longisetis;X;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
770;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Harnischia;;curtilamellata;;Harnischia curtilamellata;;;;;;;;;;;;;;X;X;;X;;;;;;;;;;;;;;;
771;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Harnischia;;fuscimana;;Harnischia fuscimana;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;X
772;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Phoxocephalidae;Harpinia;;antennaria;;Harpinia antennaria;X;X;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
773;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Phoxocephalidae;Harpinia;;crenulata;;Harpinia crenulata;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
774;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Phoxocephalidae;Harpinia;;laevis;;Harpinia laevis;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
775;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Phoxocephalidae;Harpinia;;pectinata;;Harpinia pectinata;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
776;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Phoxocephalidae;Harpinia;;serrata;;Harpinia serrata;X;X;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
777;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Phoxocephalidae;Harpinia;;truncata;;Harpinia truncata;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
778;Hemichordata;Animalia;Hemichordata;Enteropneusta;Enteropneusta;Harrimaniidae;Harrimania;;kupfferi;;Harrimania kupfferi;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
779;Hydrozoa;Animalia;Cnidaria;Hydrozoa;Leptothecata;Campanulariidae;Hartlaubella;;gelatinosa;;Hartlaubella gelatinosa;;;;X;X;X;X;X;X;;;;;;;;;;;X;X;X;;;;;;;X;X;;
780;Polychaeta;Animalia;Annelida;Polychaeta;Terebellida;Terebellidae;Hauchiella;;tribullata;;Hauchiella tribullata;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
781;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Haustoriidae;Haustorius;;arenarius;;Haustorius arenarius;X;X;;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;
782;Hemiptera;Animalia;Arthropoda;Insecta;Hemiptera;Hebridae;Hebrus;;pusillus;;Hebrus pusillus;;;;;;;;;;;;;;;;;X;X;;;;;;;;;;;;;;
783;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Nereididae;Hediste;;diversicolor;;Hediste diversicolor;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
784;Hirudinea;Animalia;Annelida;Clitellata;Rhynchobdellida;Glossiphoniidae;Helobdella;;stagnalis;;Helobdella stagnalis;;;X;;;;;;;;;;;X;X;X;X;;X;X;;;;;X;;X;X;;;X;X
785;Hirudinea;Animalia;Annelida;Clitellata;Rhynchobdellida;Glossiphoniidae;Hemiclepsis;;marginata;;Hemiclepsis marginata;;;;;;;;;;;;;;;;;X;;X;X;;;;;X;;X;X;;;X;X
786;Cumacea;Animalia;Arthropoda;Malacostraca;Cumacea;Lampropidae;Hemilamprops;;assimilis;;Hemilamprops assimilis;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
787;Cumacea;Animalia;Arthropoda;Malacostraca;Cumacea;Lampropidae;Hemilamprops;;cristata;;Hemilamprops cristata;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
788;Cumacea;Animalia;Arthropoda;Malacostraca;Cumacea;Lampropidae;Hemilamprops;;roseus;;Hemilamprops roseus;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
789;Bivalvia;Animalia;Mollusca;Bivalvia;Veneroida;Lasaeidae;Hemilepton;;nitidum;;Hemilepton nitidum;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
790;Mysida;Animalia;Arthropoda;Malacostraca;Mysida;Mysidae;Hemimysis;;anomala;;Hemimysis anomala;;;;;;;;X;;;X;;X;;;;X;X;;;;;;;;;X;X;;;;X
791;Mysida;Animalia;Arthropoda;Malacostraca;Mysida;Mysidae;Hemimysis;;lamornae;;Hemimysis lamornae;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;
792;Echinodermata;Animalia;Echinodermata;Asteroidea;Spinulosida;Echinasteridae;Henricia;;perforata;;Henricia perforata;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
793;Echinodermata;Animalia;Echinodermata;Asteroidea;Spinulosida;Echinasteridae;Henricia;;sanguinolenta;;Henricia sanguinolenta;;X;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
